0,3,42,-21,-21,11,-40,-1,-19,-3
-3,0,7,-5,-10,-7,-21,-21,56,-30
-42,-7,0,-15,-53,-24,-1,3,-36,-27
21,5,15,0,-21,-7,24,3,6,-1
21,10,53,21,0,18,6,5,7,28
-11,7,24,7,-18,0,25,18,1,17
40,21,1,-24,-6,-25,0,22,-3,-24
1,21,-3,-3,-5,-18,-22,0,8,-4
19,-56,36,-6,-7,-1,3,-8,0,-31
3,30,27,1,-28,-17,24,4,31,0
